Date,INR
24-Feb-1999,42.49
25-Feb-1999,42.49
26-Feb-1999,42.49
1-Mar-1999,42.51
2-Mar-1999,
3-Mar-1999,
4-Mar-1999,42.53
5-Mar-1999,42.53
8-Mar-1999,42.5
9-Mar-1999,42.47
10-Mar-1999,42.44
11-Mar-1999,42.45
12-Mar-1999,42.43
15-Mar-1999,42.42
16-Mar-1999,42.41
17-Mar-1999,42.42
18-Mar-1999,42.42
19-Mar-1999,42.4
22-Mar-1999,42.39
23-Mar-1999,42.39
24-Mar-1999,42.4
25-Mar-1999,42.4
26-Mar-1999,42.4
29-Mar-1999,42.4
30-Mar-1999,42.43
31-Mar-1999,42.43
1-Apr-1999,
2-Apr-1999,
5-Apr-1999,42.44
6-Apr-1999,42.51
7-Apr-1999,42.64
8-Apr-1999,42.67
9-Apr-1999,42.68
12-Apr-1999,42.7
13-Apr-1999,42.71
14-Apr-1999,42.71
15-Apr-1999,42.83
16-Apr-1999,42.76
19-Apr-1999,42.85
20-Apr-1999,42.79
21-Apr-1999,42.71
22-Apr-1999,42.74
23-Apr-1999,42.74
26-Apr-1999,42.95
27-Apr-1999,
28-Apr-1999,42.82
29-Apr-1999,42.82
30-Apr-1999,
3-May-1999,42.78
4-May-1999,42.75
5-May-1999,42.73
6-May-1999,42.73
7-May-1999,42.75
10-May-1999,42.73
11-May-1999,42.72
12-May-1999,42.75
13-May-1999,42.75
14-May-1999,42.76
17-May-1999,42.74
18-May-1999,42.73
19-May-1999,42.73
20-May-1999,42.76
21-May-1999,42.75
24-May-1999,42.75
25-May-1999,42.74
26-May-1999,42.81
27-May-1999,42.9
28-May-1999,42.99
31-May-1999,42.84
1-Jun-1999,42.87
2-Jun-1999,42.94
3-Jun-1999,42.93
4-Jun-1999,42.94
7-Jun-1999,43.01
8-Jun-1999,42.98
9-Jun-1999,43.05
10-Jun-1999,43.02
11-Jun-1999,43.06
14-Jun-1999,43.13
15-Jun-1999,43.18
16-Jun-1999,43.19
17-Jun-1999,43.17
18-Jun-1999,43.15
21-Jun-1999,43.17
22-Jun-1999,43.19
23-Jun-1999,43.24
24-Jun-1999,43.33
25-Jun-1999,43.39
28-Jun-1999,43.36
29-Jun-1999,43.36
30-Jun-1999,43.36
1-Jul-1999,43.38
2-Jul-1999,43.38
5-Jul-1999,43.28
6-Jul-1999,43.28
7-Jul-1999,43.29
8-Jul-1999,43.36
9-Jul-1999,43.39
12-Jul-1999,43.24
13-Jul-1999,43.23
14-Jul-1999,43.24
15-Jul-1999,43.27
16-Jul-1999,43.25
19-Jul-1999,43.22
20-Jul-1999,43.2
21-Jul-1999,43.26
22-Jul-1999,43.26
23-Jul-1999,43.26
26-Jul-1999,43.28
27-Jul-1999,43.29
28-Jul-1999,43.33
29-Jul-1999,43.32
30-Jul-1999,43.29
2-Aug-1999,43.32
3-Aug-1999,43.38
4-Aug-1999,43.36
5-Aug-1999,43.4
6-Aug-1999,43.45
9-Aug-1999,43.54
10-Aug-1999,43.45
11-Aug-1999,43.49
12-Aug-1999,43.47
13-Aug-1999,43.46
16-Aug-1999,43.42
17-Aug-1999,43.42
18-Aug-1999,43.42
19-Aug-1999,43.47
20-Aug-1999,43.55
23-Aug-1999,43.52
24-Aug-1999,43.51
25-Aug-1999,43.52
26-Aug-1999,43.52
27-Aug-1999,43.5
30-Aug-1999,43.49
31-Aug-1999,43.48
1-Sep-1999,43.47
2-Sep-1999,43.52
3-Sep-1999,43.51
6-Sep-1999,43.48
7-Sep-1999,43.49
8-Sep-1999,43.51
9-Sep-1999,43.51
10-Sep-1999,43.54
13-Sep-1999,43.54
14-Sep-1999,43.52
15-Sep-1999,43.51
16-Sep-1999,43.54
17-Sep-1999,43.54
20-Sep-1999,43.55
21-Sep-1999,43.55
22-Sep-1999,43.55
23-Sep-1999,43.58
24-Sep-1999,43.57
27-Sep-1999,43.57
28-Sep-1999,43.57
29-Sep-1999,43.61
30-Sep-1999,43.61
1-Oct-1999,43.59
4-Oct-1999,43.58
5-Oct-1999,43.59
6-Oct-1999,43.58
7-Oct-1999,43.54
8-Oct-1999,43.48
11-Oct-1999,43.33
12-Oct-1999,43.37
13-Oct-1999,43.5
14-Oct-1999,43.43
15-Oct-1999,43.44
18-Oct-1999,43.36
19-Oct-1999,
20-Oct-1999,43.39
21-Oct-1999,43.45
22-Oct-1999,43.42
25-Oct-1999,43.39
26-Oct-1999,43.38
27-Oct-1999,
28-Oct-1999,43.39
29-Oct-1999,43.42
1-Nov-1999,43.38
2-Nov-1999,43.41
3-Nov-1999,43.4
4-Nov-1999,43.42
5-Nov-1999,43.43
8-Nov-1999,43.41
9-Nov-1999,
10-Nov-1999,
11-Nov-1999,43.4
12-Nov-1999,43.4
15-Nov-1999,43.39
16-Nov-1999,43.38
17-Nov-1999,43.4
18-Nov-1999,43.39
19-Nov-1999,43.39
22-Nov-1999,43.38
23-Nov-1999,
24-Nov-1999,43.38
25-Nov-1999,43.4
26-Nov-1999,43.39
29-Nov-1999,43.4
30-Nov-1999,43.41
1-Dec-1999,43.41
2-Dec-1999,43.41
3-Dec-1999,43.4
6-Dec-1999,43.42
7-Dec-1999,43.44
8-Dec-1999,43.48
9-Dec-1999,43.46
10-Dec-1999,43.48
13-Dec-1999,43.48
14-Dec-1999,43.54
15-Dec-1999,43.54
16-Dec-1999,43.52
17-Dec-1999,43.51
20-Dec-1999,43.49
21-Dec-1999,43.5
22-Dec-1999,43.5
23-Dec-1999,43.52
24-Dec-1999,43.51
27-Dec-1999,43.5
28-Dec-1999,43.5
29-Dec-1999,43.53
30-Dec-1999,43.52
31-Dec-1999,43.49
3-Jan-2000,43.48
4-Jan-2000,43.5
5-Jan-2000,43.52
6-Jan-2000,43.52
7-Jan-2000,43.51
10-Jan-2000,43.53
11-Jan-2000,43.52
12-Jan-2000,43.53
13-Jan-2000,43.53
14-Jan-2000,43.52
17-Jan-2000,43.52
18-Jan-2000,43.57
19-Jan-2000,43.57
20-Jan-2000,43.56
21-Jan-2000,43.58
24-Jan-2000,43.64
25-Jan-2000,43.58
26-Jan-2000,43.58
27-Jan-2000,43.58
28-Jan-2000,43.61
31-Jan-2000,43.64
1-Feb-2000,43.61
2-Feb-2000,43.59
3-Feb-2000,43.59
4-Feb-2000,43.61
7-Feb-2000,43.61
8-Feb-2000,43.62
9-Feb-2000,43.6
10-Feb-2000,43.64
11-Feb-2000,43.63
14-Feb-2000,43.64
15-Feb-2000,43.62
16-Feb-2000,43.6
17-Feb-2000,43.61
18-Feb-2000,43.61
21-Feb-2000,43.6
22-Feb-2000,43.61
23-Feb-2000,43.61
24-Feb-2000,43.61
25-Feb-2000,43.63
28-Feb-2000,43.62
29-Feb-2000,43.61
1-Mar-2000,43.61
2-Mar-2000,43.58
3-Mar-2000,43.58
6-Mar-2000,43.57
7-Mar-2000,43.57
8-Mar-2000,43.57
9-Mar-2000,43.58
10-Mar-2000,43.59
13-Mar-2000,43.58
14-Mar-2000,43.58
15-Mar-2000,43.59
16-Mar-2000,43.58
17-Mar-2000,43.58
20-Mar-2000,
21-Mar-2000,43.57
22-Mar-2000,
23-Mar-2000,43.6
24-Mar-2000,43.6
27-Mar-2000,43.6
28-Mar-2000,43.61
29-Mar-2000,43.59
30-Mar-2000,43.61
31-Mar-2000,43.62
3-Apr-2000,43.62
4-Apr-2000,43.63
5-Apr-2000,43.63
6-Apr-2000,43.63
7-Apr-2000,43.62
10-Apr-2000,43.61
11-Apr-2000,43.63
12-Apr-2000,43.63
13-Apr-2000,43.64
14-Apr-2000,43.64
17-Apr-2000,43.65
18-Apr-2000,43.64
19-Apr-2000,43.65
20-Apr-2000,43.64
21-Apr-2000,43.64
24-Apr-2000,43.65
25-Apr-2000,43.65
26-Apr-2000,43.66
27-Apr-2000,43.66
28-Apr-2000,43.66
1-May-2000,43.66
2-May-2000,43.66
3-May-2000,43.65
4-May-2000,43.65
5-May-2000,43.64
8-May-2000,43.64
9-May-2000,43.66
10-May-2000,43.74
11-May-2000,43.94
12-May-2000,43.92
15-May-2000,44.03
16-May-2000,43.97
17-May-2000,43.97
18-May-2000,
19-May-2000,43.98
22-May-2000,43.97
23-May-2000,43.98
24-May-2000,44.08
25-May-2000,44.29
26-May-2000,44.31
29-May-2000,44.45
30-May-2000,44.58
31-May-2000,44.58
1-Jun-2000,44.57
2-Jun-2000,44.65
5-Jun-2000,44.66
6-Jun-2000,44.67
7-Jun-2000,44.69
8-Jun-2000,44.78
9-Jun-2000,44.76
12-Jun-2000,44.78
13-Jun-2000,44.78
14-Jun-2000,44.71
15-Jun-2000,
16-Jun-2000,44.75
19-Jun-2000,44.69
20-Jun-2000,44.67
21-Jun-2000,44.64
22-Jun-2000,44.68
23-Jun-2000,44.69
26-Jun-2000,44.65
27-Jun-2000,44.67
28-Jun-2000,44.67
29-Jun-2000,44.67
30-Jun-2000,44.68
3-Jul-2000,44.67
4-Jul-2000,44.67
5-Jul-2000,44.68
6-Jul-2000,44.73
7-Jul-2000,44.73
10-Jul-2000,44.69
11-Jul-2000,44.69
12-Jul-2000,44.69
13-Jul-2000,44.7
14-Jul-2000,44.71
17-Jul-2000,44.71
18-Jul-2000,44.74
19-Jul-2000,44.78
20-Jul-2000,44.82
21-Jul-2000,45.02
24-Jul-2000,44.72
25-Jul-2000,44.93
26-Jul-2000,44.88
27-Jul-2000,44.9
28-Jul-2000,44.89
31-Jul-2000,44.99
1-Aug-2000,45.13
2-Aug-2000,45.34
3-Aug-2000,45.44
4-Aug-2000,45.39
7-Aug-2000,45.57
8-Aug-2000,45.72
9-Aug-2000,45.64
10-Aug-2000,45.68
11-Aug-2000,45.93
14-Aug-2000,45.77
15-Aug-2000,45.77
16-Aug-2000,45.66
17-Aug-2000,45.78
18-Aug-2000,45.85
21-Aug-2000,
22-Aug-2000,45.72
23-Aug-2000,45.76
24-Aug-2000,45.92
25-Aug-2000,45.89
28-Aug-2000,45.84
29-Aug-2000,45.79
30-Aug-2000,45.83
31-Aug-2000,45.8
1-Sep-2000,
4-Sep-2000,45.73
5-Sep-2000,45.74
6-Sep-2000,45.68
7-Sep-2000,45.64
8-Sep-2000,45.64
11-Sep-2000,45.63
12-Sep-2000,45.6
13-Sep-2000,45.64
14-Sep-2000,45.68
15-Sep-2000,45.76
18-Sep-2000,45.85
19-Sep-2000,46.22
20-Sep-2000,46.22
21-Sep-2000,46.2
22-Sep-2000,46.08
25-Sep-2000,46.02
26-Sep-2000,46.07
27-Sep-2000,46.15
28-Sep-2000,46.16
29-Sep-2000,46.07
2-Oct-2000,
3-Oct-2000,46.07
4-Oct-2000,46.05
5-Oct-2000,46.09
6-Oct-2000,46.11
9-Oct-2000,46.08
10-Oct-2000,46.13
11-Oct-2000,46.33
12-Oct-2000,46.3
13-Oct-2000,46.38
16-Oct-2000,46.32
17-Oct-2000,46.36
18-Oct-2000,46.33
19-Oct-2000,46.33
20-Oct-2000,46.34
23-Oct-2000,46.38
24-Oct-2000,46.43
25-Oct-2000,46.48
26-Oct-2000,46.48
27-Oct-2000,46.78
30-Oct-2000,46.86
31-Oct-2000,46.8
1-Nov-2000,46.79
2-Nov-2000,46.76
3-Nov-2000,46.69
6-Nov-2000,46.64
7-Nov-2000,46.65
8-Nov-2000,46.69
9-Nov-2000,46.73
10-Nov-2000,46.74
13-Nov-2000,46.76
14-Nov-2000,46.78
15-Nov-2000,46.75
16-Nov-2000,46.84
17-Nov-2000,46.83
20-Nov-2000,46.78
21-Nov-2000,46.78
22-Nov-2000,46.83
23-Nov-2000,46.82
24-Nov-2000,46.87
27-Nov-2000,46.86
28-Nov-2000,46.89
29-Nov-2000,46.89
30-Nov-2000,46.84
1-Dec-2000,46.85
4-Dec-2000,46.83
5-Dec-2000,46.8
6-Dec-2000,46.74
7-Dec-2000,46.77
8-Dec-2000,46.76
11-Dec-2000,46.76
12-Dec-2000,46.77
13-Dec-2000,46.77
14-Dec-2000,46.76
15-Dec-2000,46.77
18-Dec-2000,46.76
19-Dec-2000,46.71
20-Dec-2000,46.68
21-Dec-2000,46.71
22-Dec-2000,46.69
25-Dec-2000,
26-Dec-2000,46.68
27-Dec-2000,46.7
28-Dec-2000,
29-Dec-2000,46.75
2-Jan-2001,46.69
3-Jan-2001,46.7
4-Jan-2001,46.74
5-Jan-2001,46.74
8-Jan-2001,46.69
9-Jan-2001,46.66
10-Jan-2001,46.61
11-Jan-2001,46.63
12-Jan-2001,46.61
15-Jan-2001,46.53
16-Jan-2001,46.53
17-Jan-2001,46.41
18-Jan-2001,46.42
19-Jan-2001,46.4
22-Jan-2001,46.39
23-Jan-2001,46.35
24-Jan-2001,46.37
25-Jan-2001,46.46
26-Jan-2001,
29-Jan-2001,46.53
30-Jan-2001,46.47
31-Jan-2001,46.41
1-Feb-2001,46.4
2-Feb-2001,46.41
5-Feb-2001,46.41
6-Feb-2001,46.4
7-Feb-2001,46.39
8-Feb-2001,46.44
9-Feb-2001,46.43
12-Feb-2001,46.48
13-Feb-2001,46.55
14-Feb-2001,46.6
15-Feb-2001,46.59
16-Feb-2001,46.54
19-Feb-2001,
20-Feb-2001,46.58
21-Feb-2001,
22-Feb-2001,46.63
23-Feb-2001,46.58
26-Feb-2001,46.63
27-Feb-2001,46.67
28-Feb-2001,46.61
1-Mar-2001,46.53
2-Mar-2001,46.57
5-Mar-2001,46.56
6-Mar-2001,
7-Mar-2001,46.52
8-Mar-2001,46.54
9-Mar-2001,46.53
12-Mar-2001,46.55
13-Mar-2001,46.61
14-Mar-2001,46.69
15-Mar-2001,46.65
16-Mar-2001,46.67
19-Mar-2001,46.69
20-Mar-2001,46.7
21-Mar-2001,46.7
22-Mar-2001,46.68
23-Mar-2001,46.67
26-Mar-2001,
27-Mar-2001,46.63
28-Mar-2001,46.62
29-Mar-2001,46.66
30-Mar-2001,46.64
2-Apr-2001,
3-Apr-2001,46.64
4-Apr-2001,46.63
5-Apr-2001,
6-Apr-2001,
9-Apr-2001,46.55
10-Apr-2001,46.56
11-Apr-2001,46.58
12-Apr-2001,46.89
13-Apr-2001,
16-Apr-2001,46.96
17-Apr-2001,46.97
18-Apr-2001,46.84
19-Apr-2001,46.84
20-Apr-2001,46.85
23-Apr-2001,46.79
24-Apr-2001,46.84
25-Apr-2001,46.85
26-Apr-2001,46.85
27-Apr-2001,46.86
30-Apr-2001,46.86
1-May-2001,46.86
2-May-2001,46.81
3-May-2001,46.85
4-May-2001,46.83
7-May-2001,
8-May-2001,46.81
9-May-2001,46.83
10-May-2001,46.85
11-May-2001,46.87
14-May-2001,46.9
15-May-2001,47
16-May-2001,46.93
17-May-2001,46.94
18-May-2001,46.94
21-May-2001,46.96
22-May-2001,47.02
23-May-2001,46.99
24-May-2001,46.98
25-May-2001,46.95
28-May-2001,46.94
29-May-2001,46.97
30-May-2001,46.96
31-May-2001,46.99
1-Jun-2001,47.05
4-Jun-2001,47.02
5-Jun-2001,
6-Jun-2001,47
7-Jun-2001,46.98
8-Jun-2001,46.96
11-Jun-2001,46.95
12-Jun-2001,47.02
13-Jun-2001,47.04
14-Jun-2001,47.05
15-Jun-2001,47
18-Jun-2001,
19-Jun-2001,46.97
20-Jun-2001,46.96
21-Jun-2001,47
22-Jun-2001,47.01
25-Jun-2001,46.99
26-Jun-2001,47.04
27-Jun-2001,47.01
28-Jun-2001,47.01
29-Jun-2001,47.04
2-Jul-2001,47.07
3-Jul-2001,47.15
4-Jul-2001,47.11
5-Jul-2001,47.13
6-Jul-2001,47.15
9-Jul-2001,47.15
10-Jul-2001,47.16
11-Jul-2001,47.16
12-Jul-2001,47.18
13-Jul-2001,47.16
16-Jul-2001,47.16
17-Jul-2001,47.14
18-Jul-2001,47.11
19-Jul-2001,47.16
20-Jul-2001,47.12
23-Jul-2001,47.13
24-Jul-2001,47.13
25-Jul-2001,47.13
26-Jul-2001,47.16
27-Jul-2001,47.16
30-Jul-2001,47.14
31-Jul-2001,47.16
1-Aug-2001,47.13
2-Aug-2001,47.12
3-Aug-2001,47.1
6-Aug-2001,47.12
7-Aug-2001,47.11
8-Aug-2001,
9-Aug-2001,47.14
10-Aug-2001,47.12
13-Aug-2001,47.12
14-Aug-2001,47.12
15-Aug-2001,
16-Aug-2001,47.12
17-Aug-2001,47.13
20-Aug-2001,47.13
21-Aug-2001,
22-Aug-2001,
23-Aug-2001,47.12
24-Aug-2001,47.12
27-Aug-2001,47.13
28-Aug-2001,47.15
29-Aug-2001,47.13
30-Aug-2001,47.14
31-Aug-2001,47.15
3-Sep-2001,47.13
4-Sep-2001,47.16
5-Sep-2001,47.16
6-Sep-2001,47.16
7-Sep-2001,47.22
10-Sep-2001,47.28
11-Sep-2001,47.45
12-Sep-2001,47.43
13-Sep-2001,47.54
14-Sep-2001,47.7
17-Sep-2001,48.18
18-Sep-2001,48.02
19-Sep-2001,47.96
20-Sep-2001,48.06
21-Sep-2001,48.01
24-Sep-2001,47.93
25-Sep-2001,47.9
26-Sep-2001,47.88
27-Sep-2001,47.89
28-Sep-2001,47.86
1-Oct-2001,47.93
2-Oct-2001,
3-Oct-2001,47.96
4-Oct-2001,47.96
5-Oct-2001,47.99
8-Oct-2001,48.17
9-Oct-2001,48.16
10-Oct-2001,48.06
11-Oct-2001,48.03
12-Oct-2001,48.04
15-Oct-2001,48.01
16-Oct-2001,48.04
17-Oct-2001,47.99
18-Oct-2001,48.01
19-Oct-2001,48.04
22-Oct-2001,48.03
23-Oct-2001,48.01
24-Oct-2001,48.02
25-Oct-2001,48.05
26-Oct-2001,
29-Oct-2001,47.98
30-Oct-2001,47.98
31-Oct-2001,47.97
1-Nov-2001,48
2-Nov-2001,47.99
5-Nov-2001,47.98
6-Nov-2001,47.97
7-Nov-2001,47.98
8-Nov-2001,48.01
9-Nov-2001,48.03
11-Nov-2001,
12-Nov-2001,47.99
13-Nov-2001,48.02
14-Nov-2001,
15-Nov-2001,48.02
16-Nov-2001,
19-Nov-2001,47.97
20-Nov-2001,47.97
21-Nov-2001,47.97
22-Nov-2001,48.02
23-Nov-2001,48.04
26-Nov-2001,48.02
27-Nov-2001,47.98
28-Nov-2001,48
29-Nov-2001,47.99
30-Nov-2001,
3-Dec-2001,47.93
4-Dec-2001,47.94
5-Dec-2001,47.91
6-Dec-2001,47.91
7-Dec-2001,47.84
10-Dec-2001,47.82
11-Dec-2001,47.82
12-Dec-2001,47.81
13-Dec-2001,47.88
14-Dec-2001,47.87
17-Dec-2001,
18-Dec-2001,47.81
19-Dec-2001,47.79
20-Dec-2001,47.78
21-Dec-2001,47.83
24-Dec-2001,
25-Dec-2001,
26-Dec-2001,
27-Dec-2001,48.13
28-Dec-2001,48.34
31-Dec-2001,48.18
1-Jan-2002,
2-Jan-2002,48.31
3-Jan-2002,48.25
4-Jan-2002,48.3
7-Jan-2002,48.25
8-Jan-2002,48.29
9-Jan-2002,48.29
10-Jan-2002,48.37
11-Jan-2002,48.41
14-Jan-2002,48.39
15-Jan-2002,48.29
16-Jan-2002,48.31
17-Jan-2002,48.3
18-Jan-2002,48.29
21-Jan-2002,48.24
22-Jan-2002,48.28
23-Jan-2002,48.27
24-Jan-2002,
25-Jan-2002,48.36
28-Jan-2002,48.34
29-Jan-2002,48.37
30-Jan-2002,48.56
31-Jan-2002,48.58
1-Feb-2002,48.53
4-Feb-2002,48.55
5-Feb-2002,48.7
6-Feb-2002,48.69
7-Feb-2002,48.71
8-Feb-2002,48.67
11-Feb-2002,48.71
12-Feb-2002,48.71
13-Feb-2002,48.68
14-Feb-2002,48.71
15-Feb-2002,48.71
18-Feb-2002,48.67
19-Feb-2002,48.66
20-Feb-2002,48.63
21-Feb-2002,48.63
22-Feb-2002,48.71
25-Feb-2002,48.85
26-Feb-2002,48.77
27-Feb-2002,48.73
28-Feb-2002,48.81
1-Mar-2002,48.75
4-Mar-2002,48.7
5-Mar-2002,48.7
6-Mar-2002,48.7
7-Mar-2002,48.72
8-Mar-2002,48.75
11-Mar-2002,48.73
12-Mar-2002,
13-Mar-2002,48.75
14-Mar-2002,48.72
15-Mar-2002,48.71
18-Mar-2002,48.71
19-Mar-2002,48.73
20-Mar-2002,48.73
21-Mar-2002,48.75
22-Mar-2002,48.77
25-Mar-2002,
26-Mar-2002,48.76
27-Mar-2002,48.83
28-Mar-2002,48.8
29-Mar-2002,
1-Apr-2002,
2-Apr-2002,48.8
3-Apr-2002,48.88
4-Apr-2002,48.88
5-Apr-2002,48.85
8-Apr-2002,48.85
9-Apr-2002,48.94
10-Apr-2002,48.9
11-Apr-2002,48.91
12-Apr-2002,48.92
15-Apr-2002,48.92
16-Apr-2002,48.92
17-Apr-2002,48.95
18-Apr-2002,48.92
19-Apr-2002,48.89
22-Apr-2002,48.91
23-Apr-2002,48.96
24-Apr-2002,49.05
25-Apr-2002,
26-Apr-2002,48.99
29-Apr-2002,48.98
30-Apr-2002,48.97
1-May-2002,
2-May-2002,48.96
3-May-2002,48.98
6-May-2002,48.98
7-May-2002,48.96
8-May-2002,48.97
9-May-2002,48.96
10-May-2002,48.98
13-May-2002,49.02
14-May-2002,49.02
15-May-2002,49.02
16-May-2002,49.06
17-May-2002,49.01
20-May-2002,49.04
21-May-2002,49.02
22-May-2002,48.98
23-May-2002,49.03
24-May-2002,49.01
27-May-2002,48.98
28-May-2002,48.99
29-May-2002,48.99
30-May-2002,49.01
31-May-2002,49.03
3-Jun-2002,49.02
4-Jun-2002,
5-Jun-2002,49.04
6-Jun-2002,49.03
7-Jun-2002,49.02
10-Jun-2002,49.01
11-Jun-2002,48.98
12-Jun-2002,48.98
13-Jun-2002,
14-Jun-2002,49.03
17-Jun-2002,49
18-Jun-2002,48.99
19-Jun-2002,48.96
20-Jun-2002,48.91
21-Jun-2002,48.92
24-Jun-2002,48.91
25-Jun-2002,48.9
26-Jun-2002,48.88
27-Jun-2002,48.85
28-Jun-2002,48.87
1-Jul-2002,48.84
2-Jul-2002,48.83
3-Jul-2002,48.81
4-Jul-2002,48.79
5-Jul-2002,48.82
8-Jul-2002,48.82
9-Jul-2002,48.82
10-Jul-2002,48.78
11-Jul-2002,48.81
12-Jul-2002,48.77
15-Jul-2002,48.83
16-Jul-2002,48.82
17-Jul-2002,48.78
18-Jul-2002,48.78
19-Jul-2002,48.74
22-Jul-2002,48.7
23-Jul-2002,48.7
24-Jul-2002,48.67
25-Jul-2002,48.68
26-Jul-2002,48.67
29-Jul-2002,48.7
30-Jul-2002,48.73
31-Jul-2002,48.68
1-Aug-2002,48.67
2-Aug-2002,48.65
5-Aug-2002,48.64
6-Aug-2002,48.68
7-Aug-2002,48.69
8-Aug-2002,48.66
9-Aug-2002,48.67
12-Aug-2002,48.62
13-Aug-2002,48.62
14-Aug-2002,48.6
15-Aug-2002,
16-Aug-2002,48.58
18-Aug-2002,
19-Aug-2002,48.56
20-Aug-2002,48.57
21-Aug-2002,48.54
22-Aug-2002,48.54
23-Aug-2002,48.52
26-Aug-2002,48.52
27-Aug-2002,48.5
28-Aug-2002,48.48
29-Aug-2002,48.5
30-Aug-2002,48.51
2-Sep-2002,48.48
3-Sep-2002,48.47
4-Sep-2002,48.45
5-Sep-2002,48.47
6-Sep-2002,48.53
9-Sep-2002,48.52
10-Sep-2002,
11-Sep-2002,
12-Sep-2002,48.47
13-Sep-2002,48.45
16-Sep-2002,48.4
17-Sep-2002,48.41
18-Sep-2002,48.41
19-Sep-2002,48.42
20-Sep-2002,48.45
23-Sep-2002,48.42
24-Sep-2002,48.41
25-Sep-2002,48.41
26-Sep-2002,48.39
27-Sep-2002,48.38
30-Sep-2002,
1-Oct-2002,48.36
2-Oct-2002,
3-Oct-2002,48.36
4-Oct-2002,48.36
7-Oct-2002,48.36
8-Oct-2002,48.37
9-Oct-2002,48.34
10-Oct-2002,48.34
11-Oct-2002,48.33
14-Oct-2002,48.33
15-Oct-2002,
16-Oct-2002,48.34
17-Oct-2002,48.39
18-Oct-2002,48.41
21-Oct-2002,48.36
22-Oct-2002,48.36
23-Oct-2002,
24-Oct-2002,
25-Oct-2002,
28-Oct-2002,48.39
29-Oct-2002,48.45
30-Oct-2002,48.39
31-Oct-2002,48.41
1-Nov-2002,48.34
4-Nov-2002,
5-Nov-2002,48.32
6-Nov-2002,48.32
7-Nov-2002,48.32
8-Nov-2002,48.27
11-Nov-2002,48.27
12-Nov-2002,48.27
13-Nov-2002,48.28
14-Nov-2002,48.28
15-Nov-2002,48.23
18-Nov-2002,48.2
19-Nov-2002,
20-Nov-2002,48.21
21-Nov-2002,48.21
22-Nov-2002,48.2
25-Nov-2002,48.2
26-Nov-2002,48.21
27-Nov-2002,48.21
28-Nov-2002,48.24
29-Nov-2002,48.27
2-Dec-2002,48.32
3-Dec-2002,48.25
4-Dec-2002,48.21
5-Dec-2002,48.24
6-Dec-2002,48.27
9-Dec-2002,48.22
10-Dec-2002,
11-Dec-2002,48.19
12-Dec-2002,48.22
13-Dec-2002,48.18
16-Dec-2002,48.16
17-Dec-2002,48.13
18-Dec-2002,48.15
19-Dec-2002,48.11
20-Dec-2002,48.05
23-Dec-2002,47.99
24-Dec-2002,48.01
25-Dec-2002,
26-Dec-2002,48.03
27-Dec-2002,48.03
30-Dec-2002,47.96
31-Dec-2002,48.03
2-Jan-2003,48.01
3-Jan-2003,48.02
6-Jan-2003,48
7-Jan-2003,47.99
8-Jan-2003,47.98
9-Jan-2003,47.97
10-Jan-2003,47.96
13-Jan-2003,47.95
14-Jan-2003,47.9
15-Jan-2003,47.94
16-Jan-2003,47.96
17-Jan-2003,47.94
20-Jan-2003,47.91
21-Jan-2003,47.95
22-Jan-2003,47.91
23-Jan-2003,47.91
24-Jan-2003,47.87
27-Jan-2003,47.89
28-Jan-2003,47.92
29-Jan-2003,47.86
30-Jan-2003,47.82
31-Jan-2003,47.8
3-Feb-2003,47.78
4-Feb-2003,47.78
5-Feb-2003,47.76
6-Feb-2003,47.73
7-Feb-2003,47.72
10-Feb-2003,47.69
11-Feb-2003,47.71
12-Feb-2003,47.79
13-Feb-2003,
14-Feb-2003,47.86
17-Feb-2003,47.76
18-Feb-2003,47.74
19-Feb-2003,47.7
20-Feb-2003,47.71
21-Feb-2003,47.74
24-Feb-2003,47.71
25-Feb-2003,47.76
26-Feb-2003,47.69
27-Feb-2003,47.68
28-Feb-2003,47.67
3-Mar-2003,47.66
4-Mar-2003,47.65
5-Mar-2003,47.63
6-Mar-2003,47.64
7-Mar-2003,47.67
10-Mar-2003,47.66
11-Mar-2003,47.65
12-Mar-2003,47.66
13-Mar-2003,47.66
14-Mar-2003,
17-Mar-2003,47.66
18-Mar-2003,
19-Mar-2003,47.67
20-Mar-2003,47.79
21-Mar-2003,47.7
24-Mar-2003,47.66
25-Mar-2003,47.65
26-Mar-2003,47.58
27-Mar-2003,47.54
28-Mar-2003,47.55
31-Mar-2003,47.5
1-Apr-2003,
2-Apr-2003,
3-Apr-2003,47.41
4-Apr-2003,47.4
7-Apr-2003,47.39
8-Apr-2003,47.42
9-Apr-2003,47.46
10-Apr-2003,47.41
11-Apr-2003,
14-Apr-2003,
15-Apr-2003,
16-Apr-2003,47.36
17-Apr-2003,47.37
18-Apr-2003,
21-Apr-2003,47.35
22-Apr-2003,47.37
23-Apr-2003,47.33
24-Apr-2003,47.34
25-Apr-2003,47.35
28-Apr-2003,47.36
29-Apr-2003,47.37
30-Apr-2003,47.35
1-May-2003,
2-May-2003,47.36
5-May-2003,47.35
6-May-2003,47.31
7-May-2003,47.27
8-May-2003,47.26
9-May-2003,47.19
12-May-2003,47.16
13-May-2003,47.17
14-May-2003,47.14
15-May-2003,
16-May-2003,
19-May-2003,47.06
20-May-2003,46.94
21-May-2003,46.76
22-May-2003,46.91
23-May-2003,46.94
26-May-2003,46.9
27-May-2003,46.84
28-May-2003,46.96
29-May-2003,47.03
30-May-2003,47.03
